938007210419920896	Maithun ji aap apne aap ko contradict kar rahe hai. Pehle clear karo leader hai ya gadha	non-irony
958561492219191297	Arre tumka ka batai bhaiya, hamra haal ka haii....  Nikle the hum ladki patane, bro-zone ho gaya hai....  @TheIronicalBaba @SarcasmHubb @ShitIndiansSay #memes #comedy #humor #don #don2 #shahrukhkhan #funny #trending #twitter #instagram	non-irony
923227840358653952	Aaj answer mil gaya @Sarcasm_Villa @SarcasmHubb @logic_humor @TheIronicalBaba @shaktiman23 @ghanta_gyanpic.twitter.com/TvgatUxhFn	non-irony
917320597725515776	@TheIronicalBaba @The_Sarcastic_J @shaktiman23 @zomical @SarcasmHubb @logic_humor @Viralndian  Bachche se harr gye? pic.twitter.com/tIBqqiv5Zk	non-irony
959650723515346945	@TheIronicalBaba  Automated reply maine kar rakha hai.   And waise ye jo tumne daala wo bhi kaunsa original hai. Pichle saal kaafi pages pe aaya tha ye.pic.twitter.com/AUurAFtz4p	non-irony
889354801779286016	Shortest Horror story for Singles:- "Bhai,Teri wali bahut khush rahegi"  @TheIronicalBaba	non-irony
884317875108012032	Kuch log hote hai Chutiye, Fir aate hai "jokes pe offend" hone wale log.  @TheIronicalBaba	non-irony
907519927975780353	Varun Dhawan: Hey Ganpti bappa morya. Pershan kare mujhe choriya  Me:Hey Ganpati bappa morya. Kyu block kare mujhe choriya  @TheIronicalBaba	irony
885871850940768257	Unlogo ka bhi alag swag hota hai, Jo Instagram k private account me Hastag use karte hai.  @TheIronicalBaba	irony
940452805910831105	Ironically ye log Santa ko bhi Nahi mante. Haram hai wo	non-irony
910602747522703360	Tu lyaaa.. bachaara ne kya sarcastic tweets par thi aama laayo.. be tu sarcasm ne satire maaj saro che bhai.. this is a trap..	non-irony
892285833297838082	Iska itna sense of humor nahi hai ki sarcastic ho sake...	non-irony
897841912148709377	Charlie Sheen akela kaccha kha jayenge in sabko sarcastic humor me https://twitter.com/not_dat_guy/status/897836714705563649 …	non-irony
896267423489380353	hahahaha. nai. it was ironic, sarcastic  samajh ni ai is liye tareef ki	non-irony
912275819715862528	Umer bhai.. Ye sirf qamar dard walon pr ek sarcastic humor hai..sab ko pata hai Mian Nawaz Sharif asli leader hain..	irony
838612496843886592	Dabbe mie dabba, dabbe mie cake; kuchh aisa kar jao ki hamare surname ho jayein ek ... #foreveralone @logic_humor @sarcastic_us @sagarcasm	non-irony
895634144226459648	Apne naam ke pichhe '_astic' lga ke khud ko sarcastic samjhne walo ka bhi apna alag hi swag hai.	non-irony
890830738588749824	Are nahi ek launda tha 1k se pahle humor tweet karke sabko cc pelta tha ab  jhaantu pan pe aa gaya https://twitter.com/SarcasticThakur/status/890829469887340545 …	non-irony
920200690227601408	Bhai i doubt @OneTipOneHand_  now u..  Sare sarcastic log Bhopali hi hai kya??  Btw jyoti talkies me bhi hai bake n shake	non-irony
840052920703942656	Bhai @HimanshuKhodke tweet padane ka to koi charge nahi hai na .             @sarcastictroler @jokebazz @Humor_DNA	irony
875371008395530241	Ek fridge Goatrip ke plans ke lie bhi hona chahiye. Har bar bigad jate h sale. #goatrip #humor #sarcastic #travel #INDvBAN	irony
940228250248163328	Modi ji bhi sarcastic ho jaate h kabhi kabhi	non-irony
939516044024016897	Bure waqt mein achchhe-achchhon ki creativity of sarcastic humor mara jaati hai...	non-irony
934051775677648896	Do Ladke(Karan & Varun) Kota me IIT ki preparation kr rahe the. Varun: "Rahiman paani raakhiye" Karan(bhauh chadakr): kyo ? Varun: Saale yadi kal bijli nhi aayi to handpump se pani tu bhar k  layega. @HaramiParindey @Humor_Silly @SirJadejaaaa @SarcasticThakur	irony
909255908311445504	Ajeeeb choootya hi kiya koi akhbaar parha tu ne khoooty...look hw much criticism modi faced	non-irony
961238695624957952	Missy.. You r one of the rare double dholkis..who can't see Shaheer wit any1 other than Eri...aur ab humari upor yeh aarop laga rahi ho Wah wah  Aur tumne yeh bhi kaha uske old  fake hain? Kyu tumhari baat kar rahi ho behn	non-irony
829966034610307074	Tu bhi ek ka double??  Aey Raju ye Anuradha ka bhai hai.  #IndvBanpic.twitter.com/JWhSZZGqmO	non-irony
847853149113073664	Lol, aur Woh log khud Rahul aur Priyanka ko party mein lane ki baat karte hain.  Double irony	non-irony
868700909097820160	Aamir Khan in 3 idiots - jo dil Kahe wo karo, papa ki mat suno AK in dangal - jo baap kahe wo karo #irony #doublestandards	irony
868358512975372290	Dear @adgpi iss khushi ke mauke pe thode bahot stone-pelters ko bhi thok dena abhi aate hi honge bahar  Double dhamaka offer https://twitter.com/ndtv/status/868355268140072960 …	non-irony
867730240780386304	Movie dekh k josh double tripal ho gaya hoga bhai ab to wo danka bajayege #ChampionsTrophy me	non-irony
825647998394826752	bhai tu bhi join kar le. G1 g2 ka doubles match ho jayega  @Fussy_Ca @1sInto2s @GadhviLaxman	non-irony
825038393331552256	to Bajirav Mastani kya thi, twist se bharpoor, bina wajah ki.Double standard.	non-irony
923223218931904512	Khud apni comedy m joke k naam pe kisi ko kuch bhi keh lo. Kisi aur ne tum pe joke kar diya to rona aa jaata h. #DoubleStandards	irony
873929604381241345	Wow Jasoos Chapla  Yahan bhi Tara  sab Tara se pyar karte hai  JaiAditya bhi  Double Twist  #Chandrakanta	non-irony
872063083824414720	double nahi lara se bhi aage hai ye @sureshnakhua apko agar list chahiye to kehna humari team ke paas pura data hai	irony
959707726698881024	Ye wahi Dravid hai jisne sachin ki double century rukva di thi  Tab to log gaaliya de rahe the Dravid ko Aaj Achanak se pyaar aan pada hai dravid pe	irony
929675964216377345	@RubikaLiyaquat @ZeeNews LEKIN YAHA AATA HAI DOUBLE TWIST jab chehre Company ke Brand ko Goodwill dena shurukarte hai aur JANATAME APNI VISHWASNIYATA BANALETE HAI TAB COMPANIA APNE AGENDEKO LOGOPAR THOPNEKELIYE INN CHEHROKA ISTAMAL KARTI HAI jaise Aam Aadmi Party ko khada https://twitter.com/AnkushSagane/status/929674458352291840 …	irony
855121626110840833	achcha hua Sonu nigam match dekhne nahi aaya..warna uska takla dekh k aamla gusse mein double century maar deta Allah hu Akhbar!!! #KXIPvMI	irony
890294850142093312	1 week ke bad double honge . Aaj 1 lakh badhe hai	non-irony
901698846387879936	Aaj sunday hai aur match bhi.. double blow to Rohit sharma. #TalentWantRestOnSunday	non-irony
951360791495626752	@kunalkamra88 bol raha double shift karega. Subhah wire ki liye bheekh mangega or raat ko janta ka reporter ki liye	irony
951033966538059776	Koi baat nahi bhai mujhe 1 btc Dede main 1 saal main double karke return kar dunga	irony
907256024263942144	Yeh bheek maangne mein double PhD hai, khandani dhanda hai. Kyun be tatti sharma?	non-irony
887033676634013696	Logon k shareer me itna 'Iron' nahi hota jitna 'Irony' unki baaton me hota hai  #doublestandards	non-irony
886276877219909633	Kutta bana diya sabko.. kuch ki to gf bhi hai.. double ho Gaya unka	non-irony
874900295230398466	Chor Chor Mausere Bhai.  ... Mein Twist ...... Bhai Bhai Chor Chor .... LOLzzzzz - http://timesofindia.indiatimes.com/world/pakistan/double-trouble-for-nawaz-sharif-as-his-brother-also-summoned-by-panama-probe-team-in-pakistan/articleshow/59139782.cms …	irony
940880773716103169	Waiting for Rahul Gandhi to declare Rohit Sharma a machine....kuch bhi daalo double Century nikalta hai	irony
943362184385404928	@SonaliFan ne btaya ki kuch twist hone wala hai lekin wo nhi btaayengi kyunki makers plan cancel kar sakte hai. Kahi double eviction to nhi?? Agar aisa hua to puneesh aur Akash jaayega. Lekin puneesh gazab entertain kar raha hai filhaal to mai bilkul nhi chahta wo jaaye	non-irony
942801631216779264	Arvind kejriwal-yaha delhi k launde double century per century maar rahe hai aur gujju modi se ek century nahi lagti...MODI MUST RESIGN	irony
942799643653570560	Idhar Modi ji se century nahi lagi wahan Rohit Sharma aadhi neend me double century maar k chala jata hai	irony
941619763859435520	Cps task me dusro ki chugliyan sunne ka haq un 3 logonko diya jinhone pure season me sabse jyada chugliyan ki. Irony! & Bahar aane ke baad aise behave kar rahe hai jaise ki unhone kisik liye kuchh bura kaha hi nahi. Double dholkis! #BB11 #MTVExtraDose #BiggBoss11 #BBextradose	irony
934654038116679680	Sir ye log @MirrorNow  ke office mein saaf safai ka kaam karte hai , iss ad mein kaam Karne keliye inhe RS.500 diye gye. @fayedsouza ki salary se double	irony
836584002358292480	irony is bechare NSUI ko yaha bhi vote nahi mil rahe hai	irony
836498662133989376	irony ye hai ki comrade @DasBolshevik jo khud violence k threat deta hai wo yechuri k tweet ko retweet kar raha hai    dumbo	irony
836473610927689728	Irony kapde iron kar rahi hai, khatam hote hi chullu bhar paani dhoondegi. https://twitter.com/the_hindu/status/836468071686680576 …	non-irony
836310283962429440	ISI ki bistar garm krne wale doosro ko deshbhakti ke path padha rhe hai........Irony killed itself after seeing this @kumar856 @mehartweets	irony
836272422722555904	Angrezon ki mukhbiri karne Wale,aaj nationalism seekha rahe hain.. irony died 1000 times.	irony
836224664401821696	Jin logo ne desh k tirange ko 52 yrs tak nhi apnaya aaj unke chele tiranga march nikal rahe hai. Irony of India. #PseudoNationalist	irony
836136997337055232	What is irony in this??? Kuch bhi...Dimaag sach m jhand ho gaya h iska  https://twitter.com/AthenaAtWar1/status/836119882093715457 …	non-irony
836092050365788161	Bhai irony toh yeh hai tum jaise log Deshbhakti ki certificate baathe ho! Toh tum logon ko yaad dilana padta hai yeh sab!	non-irony
835965877250043904	Irony !! B Grade journo bhi sabko apne jaisa B grade samjh lete hai :-) https://twitter.com/RaisinaSeries/status/835907083975311360 …	non-irony
835939898217619456	Ye do kaudi ke chutbhaiya neta aur journalist bhi @virendersehwag ko lecture dene lage hai ... what an irony ...!	irony
835918048703893508	jab the taab yehi sawal tha, najeeb hai kyu? what an irony	non-irony
835909821606072320	Jo #KarachiKings ko 'barish pe dependent' ka taana dete hain wo khud aj #IslamabadUnited ki win pr dependent hain.! Oh the irony.!  #KKvIU	irony
835562890874785794	Munnawar rana janab wahi hai jo paison ke liye soniya ki khidmat me kalma padhte hai. Aur @TarekFatah par ungli uthathey hai. Wat a irony.	irony
835025226018717696	Sau chuhe khakar billi haj ko chali? Abuser abusing bhakt abusers. Irony https://twitter.com/waglenikhil/status/835006702026166272 …	irony
834976739185020928	@vivekagnihotri ye bolne se pehle sharam to krle, ek tu shirish kundar ko support krta hai, aur inse sadi movie banao. Irony	irony
858763129328631812	Labour bechari chutti kr k bhuka marnay se tw rahi..#irony	irony
858672101691207680	Irony of world of Make UP Naqli Duniya Naqli  Rishtey	irony
858243526076792833	Kuki waha pahle sai bahut gandh machi rahi hai... #irony but true...	irony
858183045274230784	ab jab chutti hai tou soya nahin jataa. What's this irony?	irony
858039211122978816	Lol irony is Qoam ka 10 arab hazam kerny wale... Ek arab k kie pareshan h	irony
857936028660711424	The kahawat "old is gold" purani hogaee, aaj kal ki nasal kehti hai "gold is old", but the old kahawat only makes sense. #MindF #Irony.	non-irony
857833591002234881	bhagwan kisi ko kum or kisi Ko bahut jayada de deta h Nice irony sir	non-irony
857639584980709377	Desh ka sabse bada gunda crime control k baare me baat kar raha hai... What an irony...	irony
857587552563417089	Irony is ganney ka naam hai "No make up" mgr make up larka larki dono ne kya hua hai.	irony
857567365344763904	Irony of India Khabar bhi kon de rha hai . Jisko maharat hasil hai fake news main. https://twitter.com/ZeeNewsHindi/status/857566248976109570 …	irony
857318178011172864	Ishq kijiye phir samajhiye.. zindagi kya cheez hai  * this song is coming from an anti relationship person.. lol irony of life*	irony
857134426618245120	Irony of Delhi   CHUTIYO se bachne ke liye CHORON ko vote de diya.... #mcd_MahaChorDepartment	irony
857089308901158912	@sambitswaraj ji irony ki mother sister karti hui @BDUTT isko India me koi bhav nahi deta.iska ab aap aur congress jesa hal ho gaya he pic.twitter.com/cYM5HWJceG	non-irony
857039398390706176	This is the irony Jab kaam ho raha hai toh bhi problem.	irony
856985191319044102	Altaf Hussain ki photo luga kay sharam aur haya ki baat?? wah! … Irony!!	irony
856776225477476352	Ishrat Ki khala Rana bibi calling Pragya Thakur terrorist ... irony https://twitter.com/ranaayyub/status/856755826974785536 …	irony
878240620682371076	Irony is  Multan me rehty hue bhi multani mitti paison se khareedni prti hai.	irony
878234549263532032	Irony is that ki aaj @i__Asif bhaitards k maje nhi le rahaaa	non-irony
878174919384629248	Irony : Chara chor chori bhi karta hain aur president ka candidate bhi chunta hain : Hey Ram aap bano President aur humhe banchao	irony
8.78172E+17	Aur abhi abhi rahul baba ne BJP/PDP ko blame kiya hai... IRONY DIED 1000 TIMES.	irony
878116658434383872	din bhar doosre dharm/faith ko gaali dene wale aisa usko keh rahe hain jo Modi jaisa jeeja aur daamaad ki dua de raha hai, irony suicides!	irony
877948288242073601	Now irony is Raja Ko praja ki care Kahan..Abhi election Kahan hai	irony
877925719854039040	But sir isn't it irony of Haryana.  Jha ghar hai vha sadak nhi hai, Jha sadak ban rhi hai vha ghar nhi hai.  #DwarkaExpressWay	irony
877906621086572544	Kent RO has introduced "Save water technology" Kya Irony hai, Pure paani peene se duniya ka konsa water save hojata hai?	irony
877898509592051713	Waise hi Hospital ki sookhi roti hazam na hone se dukhi hun...  Upar se Domino wale SMS bhejte "Sirf aap ke liye Spl offer..."  #irony	irony
877855641066291205	Haha yar see the irony!!! Khud phele sheshay per anda mara aur dosre ko keh raha shesha ganda mat ker...	irony
877735093707603968	Ek taraf to ladki chahti hai ki koi uske sath flirt na kre But irony wahi hai jo flirt karta hai popular wahi hota hai.. #JustAThought	irony
877564259093274626	Sach me aur irony to ye hai ki log Maya ko pagal bolte hai	non-irony
877552625956384769	Bina Lund wale dusro ko unki ammi se unki mardangi puchne ko bol rhe hai...isse Badi irony kya ho skti hai??	irony
877521345768288256	Jo log Rahul Gandhi ko nahi hata paaye vo kohli ko hatane ki baat kar rahe hain. #Irony https://twitter.com/JhaSanjay/status/877406229915738112 …	irony
877493724573454336	This is the irony!Police apna kaam chod kar ab Choron ke saath Milli hue hai!Or koi Adhikari kuch karne ko Tayyar nahi hai!This is law&Order	irony
877453277280870400	Video acha banaya hai  Bilkul nishane pe hai  Sach batein hai Lekin jaha se aarha hai usme hi sabse badi Irony hai	non-irony
877360916873961473	@rssurjewala yes, aap mein iron ki kami ke wajah se irony this rahi hai	non-irony
877161997669773312	Irony Ko jante ho ? Tumgari is tweet ji vajah se usne sucide kar liya hai....70 saal ke baad ab gareebo ki baat karte ho ? Dhurt	non-irony
877132920372174848	Aaj utni bhi irony nahi hai maiyakhaane me, jitni yeha chorh diya karte the paimaane me.	non-irony
877090671353446401	Irony    dekh usne tubelight ko bhi flop bola Hai	irony
877041689529114624	Lol tu yaar bhai IQ = 0 mein power dund raha hai.... Irony	irony
876778345379143680	Har baari goli ya koi anokhi tarah se marti thi, lekin Aaj irony good old tarah se buddhi hoke maregi	non-irony
876705916434894848	Irony is..   60k ka videshi mobile use karne wala bolta hai india me berojgari kam karo..  Or Andolan bhi karta hai..	irony
876532456328974337	Irony is porkis are talking about aukat, Abey muh dho lo phle saale bhikhmange	non-irony
876477062642450433	Irony toh dekho Stargold Select hd me bajrangi bhaijaan aari hain Aur bc pak yaha bhi jeet rahi aur munni uchal rahi h #indvspak	non-irony
876475214539796480	Sir irony toh ye hai ki puri zindagi aap logo ne kaha ki aap terrorism ke shikaar hai but aap log khud he terrorism phaila rhe hai #fckof	irony
876469367013220352	Jamke barasney waalee Raanee. Barkha Devi Dutt, the 'irony queen'.	non-irony
876459127806992385	Inki baating dekhkr Pakistan ki yaad aa gyi #Irony	irony
876417810485981184	Irony, Aaj Father's day hai and Son day(sunday) bhi,  upar se Baap Bete ke bich One day bhi...  Khair jeetna Baap ne hi hai #INDvPAK	non-irony
876409072240664576	Light aati nhi inke yahan aur humko gareeb bolte hai  #irony	non-irony
876348952395829248	Bhai sahab apni baradari ka sath detay detay kaheen sach ka qattal hi na ker dena,,, u know JEW reporting n stl u are their side irony	irony
876327980682924032	Irony  100 me se 80 beiman  Fir v mera desh mahan	irony
904376574627110913	Irony mei kaha ye... Asal mei "Kaam waali" kaha..	non-irony
904351464885293056	Irony is " Paneer hi chicken hota tumlog ka" bolne wale bhi Bakri-eid k time 'animal lover' bane hue h	irony
904101034850639872	Hahaha aur vo madam bhi bhot kam bolti . But irony is rakhi sawant hottest girl thi.	irony
903947028207566848	And Bhakts still think Hindu Khatre Mein Hain!! What an irony from a Sanghi Page Atal Bihari Vajpayee Fans http://fb.me/8ZY3x5uI5 	non-irony
903907888824950784	Irony is Chutiya tune khudko pehle Tweet mai hi bola tha  Tujhe Gali dena v waste hai.. Chal Chorr ab https://twitter.com/Only_gautam/status/903907521869504512 …	non-irony
903867082646765570	See the irony , is joke ko banane k liye inki puri team lagi hui thi  pic.twitter.com/cAiuy2moK8	irony
903811238987055105	The irony is ~ #Anda #Kanoon bhi 'tarazoo' ka istamal karte hai ~ uski tribal insaan ki tarah.pic.twitter.com/z68xer6XmN	irony
903673994305351680	Aa gya ek aur fake news waala.. irony ye hai ki #stopfakenews pe tweet Kar Raha hai	irony
903344570074791936	Tumhari betiya kisi se bhi shadi kre or tum public ki betiyo ke pehre lagao  Whats irony #Bravehadiya	irony
903306684747022336	yahi to iss desh ki irony hai,logo ko samajhne me waqt lag jaata hai aur yahi kaaran hai aaj desh itna peeche chala gaya hai.	non-irony
902958061731561472	What an #Irony. Dil ki duhai woh de rahe hai jin ke seeney main insaan ka dil hi nahi. #Killers #Rapists #Antinationals #traitors #jihadistshttps://twitter.com/Majid_Hyderi/status/902952938091327488 …	irony
902929466791419904	Irony is jin 45 MLAs ko janta na chuna hai unhe ek aise insan ki permission leni pd rhi h jisko kisi ne nh chuna #DelhiWantsMohallaClinics	irony
902808704138883072	Chaubeji apne Guru se achha lesson padhe hain 'Irony of Distance' pe....usi shiksha ka upyog kar rahe hain....sahi na @bhupendrachaube ji?pic.twitter.com/OdXsde8hku	non-irony
902601699084328963	dekh videet like kar raha rights to privacy wale tweet ko matlab aaj toh bambai me irony doob hi gaya	irony
902532166181044224	Irony is Wo log FanbaseUnity ki baat karte hai jo SK ko, uski family ko troll/abuse karte hai.Abe Fanbase jiska hai usko to respect do pehle	irony
902506568700350464	Retweeted Archie (@archu243):  "Burri soch kabhi nahi rakhte, burra kaam kabhi nahi karte" Irony just raped... http://fb.me/1PTxrn0UM 	non-irony
902484948963037184	inko irony soojh raha 1 ghante se cab tak ni mil rahi	non-irony
902470704586559488	Lekin madarsa me ye sab chalta hai.. Vaha koi irony na jaati hai, na aati hai aur na marti hai	non-irony
902383960205828096	Madam aap mahan ho. Irony to koi apse sikhe. Apke charan kahan hai. https://twitter.com/Nidhi/status/902204299647696897 …	non-irony
884852796645933056	Irony dekho..Ye tweet bhi sab sirf Like karke nikal gaye...mai bhi	irony
884629566555160576	Irony is..hm Dharam Ko badha rhe.. jisne hme badhaya.. aur ladai azaadi ki aise ladi jati hai???	non-irony
